No,Name,Location,Year,KmDriven,FuelType,Transmission,OwnerType,CC,Seats,Price
2906,Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,2017,26877,Diesel,Manual,First,1186,5,575000
2907,Jaguar XJ 3.0L Portfolio,Hyderabad,2015,26000,Diesel,Automatic,First,2993,5,7500000
2908,Maruti Swift Ldi BSIII,Chennai,2007,140000,Diesel,Manual,Second,1248,5,200000
2909,Hyundai Santro Xing GLS,Hyderabad,2008,95291,Petrol,Manual,First,1086,5,230000
2910,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2009,135000,Diesel,Manual,Second,2494,8,820000
2911,Hyundai i20 Sportz 1.2,Kolkata,2015,32000,Petrol,Manual,First,1197,5,480000
2912,Mercedes-Benz E-Class 280 CDI,Mumbai,2008,68333,Diesel,Automatic,Second,2987,5,850000
2913,Ford Figo Diesel ZXI,Chennai,2011,72000,Diesel,Manual,First,1399,5,290000
2914,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,Diesel,Manual,First,1364,5,650000
2915,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,Petrol,Manual,First,1197,5,585000
2916,Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,Diesel,Manual,First,1956,5,2391000
2917,Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,Petrol,Automatic,First,1197,5,736000
2918,Toyota Fortuner 3.0 Diesel,Pune,2014,55960,Diesel,Manual,First,2982,7,1725000
2919,Volkswagen Vento Diesel Highline,Jaipur,2013,144000,Diesel,Manual,First,1598,5,700000
2920,Toyota Innova Crysta 2.4 VX MT,Mumbai,2017,38000,Diesel,Manual,First,2393,7,1765000
2921,Ford Figo Diesel Celebration Edition,Jaipur,2013,51000,Diesel,Manual,First,1399,5,250000
2922,Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,Diesel,Manual,First,1364,5,600000
2923,Mahindra Thar DI 4X4,Mumbai,2018,2500,Diesel,Manual,First,2523,7,825000
2924,Land Rover Range Rover HSE Dynamic,Kochi,2018,41661,Diesel,Automatic,First,2179,5,4483000
2925,BMW 3 Series 320d Highline,Delhi,2011,64000,Diesel,Automatic,First,1995,5,1050000
2926,Hyundai Aent GLS,Bangalore,2008,80000,Petrol,Manual,Second,1495,5,190000
2927,Maruti Celerio ZXI AT,Jaipur,2016,30000,Petrol,Automatic,Second,998,5,425000
2928,Jaguar XF 2.2 Litre Luxury,Chennai,2014,43000,Diesel,Automatic,Second,2179,5,2650000
2929,Audi A6 2.7 TDI,Bangalore,2013,90000,Diesel,Automatic,Second,2698,5,2250000
2930,Nissan Micra Diesel XV,Hyderabad,2011,123880,Diesel,Manual,First,1461,5,330000
2931,Honda Amaze S i-Vtech,Jaipur,2015,42000,Petrol,Manual,Second,1198,5,430000
2932,Renault Duster 85PS Diesel RxL Option,Chennai,2012,79824,Diesel,Manual,First,1461,5,525000
2933,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2015,75000,Diesel,Manual,First,2494,8,1175000
2934,Honda Amaze E i-Vtech,Ahmedabad,2014,72411,Petrol,Manual,First,1198,5,425000
2935,Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,2012,63000,Diesel,Automatic,First,2143,5,1422000
2936,Toyota Etios Liva G,Chennai,2015,53713,Petrol,Manual,First,1197,5,420000
2937,Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2017,18000,Diesel,Automatic,First,2755,8,1825000
2938,Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,2013,51000,Diesel,Manual,First,2148,5,1850000
2939,Maruti Swift VXI BSIII,Chennai,2008,86700,Petrol,Manual,Second,1298,5,240000
2940,Maruti Baleno Alpha 1.3,Kolkata,2016,29000,Diesel,Manual,First,1248,5,650000
2942,Maruti Celerio VXI AT,Mumbai,2015,33000,Petrol,Automatic,First,998,5,399000
2943,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,64394,Diesel,Manual,First,1498,5,545000
2944,Tata Manza Aura Quadrajet,Hyderabad,2010,76000,Diesel,Manual,First,1248,5,270000
2945,Honda Jazz 1.5 SV i DTEC,Mumbai,2016,48719,Diesel,Manual,First,1498,5,625000
2946,Mahindra XUV500 W8 2WD,Coimbatore,2016,59711,Diesel,Manual,First,2179,7,1328000
2947,Nissan Micra Diesel XV Premium,Hyderabad,2012,83000,Diesel,Manual,First,1461,5,370000
2948,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,10714,Diesel,Automatic,First,2143,5,3951000
2949,Tata Manza Aura Plus Quadrajet BS IV,Hyderabad,2010,127510,Diesel,Manual,Second,1248,5,140000
2950,Maruti Swift VDI,Kolkata,2014,35010,Diesel,Manual,First,1248,5,350000
2951,Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,2012,75451,Petrol,Manual,First,1197,5,378000
2952,Tata Indigo eCS LS (TDI) BS-III,Pune,2015,83000,Diesel,Manual,First,1405,5,270000
2953,Honda Amaze S i-Dtech,Kolkata,2013,38755,Diesel,Manual,First,1498,5,320000
2954,Maruti Swift VXI BSIV,Delhi,2016,30000,Petrol,Manual,First,1197,5,500000
2955,Maruti Ertiga ZDI,Chennai,2012,40000,Diesel,Manual,First,1248,7,700000
2956,Hyundai Grand i10 Era,Kolkata,2014,19500,Petrol,Manual,Second,1197,5,285000
2957,Nissan Micra Active XV,Ahmedabad,2016,41000,Petrol,Manual,First,1198,5,425000
2958,Hyundai Grand i10 Asta Option,Bangalore,2014,30000,Petrol,Manual,Second,1197,5,490000
2959,Jeep Compass 2.0 Sport,Hyderabad,2017,37000,Diesel,Manual,First,1956,5,1690000
2960,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2014,62000,Diesel,Manual,Second,1199,5,425000
2961,Honda Amaze S AT i-Vtech,Pune,2015,42023,Petrol,Automatic,First,1198,5,434000
2962,BMW X3 xDrive20d Advantage Edition,Kolkata,2012,51001,Diesel,Automatic,First,1995,5,1700000
2963,BMW 3 Series 320d Luxury Line,Kochi,2017,55389,Diesel,Automatic,First,1995,5,2845000
2964,Honda City V AT,Kochi,2014,46728,Petrol,Automatic,First,1497,5,615000
2965,Mahindra Ssangyong Rexton RX5,Kochi,2014,58995,Diesel,Manual,First,2696,7,925000
2966,Maruti Swift Dzire LDI,Delhi,2015,37857,Diesel,Manual,First,1248,5,485000
2967,Maruti Swift VDI BSIV,Jaipur,2014,71000,Diesel,Manual,First,1248,5,480000
2968,Honda Brio S Option MT,Pune,2012,49024,Petrol,Manual,First,1198,5,230000
2969,Hyundai Grand i10 Sportz,Mumbai,2016,10770,Petrol,Manual,First,1197,5,475000
2970,Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,72000,Diesel,Manual,First,1248,5,500000
2971,Hyundai EON Era Plus,Jaipur,2015,91000,Petrol,Manual,First,814,5,250000
2972,Hyundai i20 1.2 Spotz,Mumbai,2017,14000,Petrol,Manual,First,1197,5,595000
2973,Volvo S60 D4 KINETIC,Delhi,2014,48000,Diesel,Automatic,Second,1984,5,1600000
2974,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,75136,Diesel,Manual,First,1498,5,615000
2975,Maruti Ritz VXI,Hyderabad,2014,32500,Petrol,Manual,Second,1197,5,405000
2976,Hyundai i20 1.4 CRDi Magna,Hyderabad,2010,94500,Diesel,Manual,Second,1396,5,310000
2977,Maruti Dzire VXI,Hyderabad,2013,34900,Petrol,Manual,First,1197,5,549000
2978,Porsche Panamera 2010 2013 4S,Coimbatore,2010,42400,Petrol,Automatic,Third,4806,4,4291000
2979,Maruti Swift VDi BSIII W/ ABS,Jaipur,2015,50000,Diesel,Manual,First,1248,5,570000
2980,Honda Brio S MT,Kolkata,2014,35000,Petrol,Manual,First,1198,5,285000
2981,Chevrolet Beat LS,Bangalore,2012,37000,Petrol,Manual,Second,1199,5,235000
2982,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32807,Petrol,Automatic,First,1591,5,1476000
2983,Honda City ZX GXi,Pune,2008,119000,Petrol,Manual,Second,1497,5,225000
2984,Maruti Ritz LXi,Mumbai,2016,12000,Petrol,Manual,First,1197,5,365000
2985,Ford EcoSport 1.5 TDCi Trend,Delhi,2016,46727,Diesel,Manual,First,1498,5,725000
2986,BMW 3 Series 320d,Hyderabad,2010,73336,Diesel,Automatic,First,1995,5,1069000
2987,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9000,Petrol,Manual,Second,1591,5,550000
2988,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,240000,Diesel,Manual,Fourth & Above,2494,8,510000
2989,Maruti Wagon R LXI,Mumbai,2014,25422,Petrol,Manual,First,998,5,325000
2990,Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,1248,7,925000
2991,Maruti Alto LXi BSIII,Hyderabad,2008,66000,Petrol,Manual,First,796,5,170000
2992,Maruti A-Star Vxi,Kochi,2010,55324,Petrol,Manual,First,998,5,287000
2993,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,First,2993,5,1775000
2994,Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,Petrol,Manual,First,1198,5,450000
2995,Hyundai i10 Magna AT,Bangalore,2008,58483,Petrol,Automatic,Second,1197,5,295000
2996,Honda Civic 2006-2010 1.8 S AT,Pune,2007,93000,Petrol,Automatic,Second,1799,5,260000
2997,Hyundai i10 Sportz 1.2,Hyderabad,2010,50000,Petrol,Manual,First,1197,5,300000
2998,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,2014,78616,Diesel,Automatic,Second,2143,5,1550000
2999,Toyota Etios G,Pune,2011,37000,Petrol,Manual,First,1496,5,280000
3000,Honda City 1.5 E MT,Kolkata,2010,54801,Petrol,Manual,First,1497,5,250000
3001,Maruti Swift Dzire VDI,Bangalore,2014,29000,Diesel,Manual,First,1248,5,575000
3002,Maruti Swift VXI,Pune,2010,68000,Petrol,Manual,First,1197,5,280000
3003,Hyundai Verna 1.6 EX VTVT,Kolkata,2014,58000,Petrol,Manual,First,1591,5,459000
3004,Maruti Ritz VDi,Pune,2012,64290,Diesel,Manual,First,1248,5,365000
3005,Toyota Fortuner 4x2 Manual,Mumbai,2015,31000,Diesel,Manual,First,2982,7,1985000
3006,Jeep Compass 2.0 Limited,Pune,2018,16039,Diesel,Manual,First,1956,5,1850000
3007,Hyundai i20 Asta Option 1.2,Hyderabad,2017,19860,Petrol,Manual,First,1197,5,695000
3009,Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,2012,75391,Diesel,Manual,First,2179,7,375000
3010,Maruti Swift Dzire LDi,Jaipur,2008,78000,Diesel,Manual,Second,1248,5,230000
3011,Tata Indigo eCS eLS BS IV,Kolkata,2016,78000,Diesel,Manual,First,1396,5,230000
3012,Maruti Swift LDI,Hyderabad,2016,52000,Diesel,Manual,First,1248,5,595000
3013,Maruti Celerio VXI AT,Kolkata,2016,30000,Petrol,Automatic,First,998,5,349000
3014,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,19254,Diesel,Automatic,First,2993,5,4770000
3015,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,29651,Petrol,Manual,First,1198,5,643000
3016,Tata Safari DICOR 2.2 LX 4x2,Bangalore,2011,80000,Diesel,Manual,First,2179,7,450000
3017,Mini Cooper S Carbon Edition,Kolkata,2018,2971,Petrol,Automatic,First,1598,4,3975000
3018,Ford Figo Petrol Titanium,Kolkata,2015,21400,Petrol,Manual,First,1196,5,400000
3019,Honda City i DTEC V,Ahmedabad,2015,77000,Diesel,Manual,First,1498,5,698000
3020,Hyundai Tucson CRDi,Delhi,2006,80000,Diesel,Manual,Second,1991,7,175000
3021,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2013,81755,Diesel,Manual,First,1968,5,475000
3022,Toyota Fortuner 3.0 Diesel,Hyderabad,2016,99593,Diesel,Manual,First,2982,7,2350000
3023,Hyundai Verna 1.6 SX,Hyderabad,2014,39791,Diesel,Manual,First,1582,5,749000
3024,Mahindra XUV500 W6 2WD,Hyderabad,2015,113000,Diesel,Manual,First,2179,7,1085000
3025,Renault KWID RXT,Mumbai,2017,24000,Petrol,Manual,First,799,5,350000
3026,Hyundai i20 Asta 1.2,Bangalore,2015,39000,Petrol,Manual,Second,1197,5,630000
3027,Honda City V AT,Bangalore,2012,37000,Petrol,Automatic,First,1497,5,675000
3028,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,61108,Diesel,Automatic,First,3198,7,2888000
3029,Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,61648,Petrol,Automatic,First,1798,5,1423000
3030,BMW 3 Series 320d Sport,Mumbai,2012,37000,Diesel,Automatic,Third,1995,5,1500000
3032,Maruti Ritz LDi,Jaipur,2013,65000,Diesel,Manual,First,1248,5,375000
3033,Hyundai Santro Xing XP,Jaipur,2005,120000,Petrol,Manual,First,1086,5,115000
3034,Toyota Fortuner 3.0 Diesel,Jaipur,2011,148009,Diesel,Manual,Second,2982,7,1275000
3035,Maruti Swift Lxi BSIII,Mumbai,2009,53001,Petrol,Manual,First,1298,5,195000
3036,Tata Tigor 1.2 Revotron XT,Mumbai,2018,22345,Petrol,Manual,First,1199,5,495000
3037,Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,1497,5,825000
3038,BMW 3 Series 320d,Hyderabad,2013,48183,Diesel,Automatic,First,1995,5,2099000
3039,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,93000,Diesel,Automatic,Second,2143,5,1750000
3040,Maruti Swift VDI,Kochi,2015,53500,Diesel,Manual,First,1248,5,536000
3041,Maruti Ertiga VXI,Delhi,2014,17585,Petrol,Manual,First,1373,7,635000
3042,Hyundai Verna 1.6 VTVT,Kolkata,2011,36226,Petrol,Manual,First,1591,5,295000
3043,Land Rover Discovery Sport TD4 HSE,Coimbatore,2019,25899,Diesel,Automatic,First,2179,5,5570000
3044,Hyundai Santro Xing GL,Kolkata,2009,60170,Petrol,Manual,First,1086,5,115000
3045,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,11200,Diesel,Automatic,First,2143,5,3750000
3046,Hyundai i10 Magna 1.2,Kochi,2017,49045,Petrol,Manual,First,1197,5,407000
3047,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,45000,Diesel,Manual,First,1199,5,299000
3048,Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,1248,5,790000
3049,Renault Duster 85PS Diesel RxL,Mumbai,2016,36600,Diesel,Manual,First,1461,5,749000
3050,Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,117000,Diesel,Manual,First,1248,5,110000
3051,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2016,16000,Diesel,Automatic,First,2987,7,5600000
3052,Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,Diesel,Manual,First,1186,5,350000
3053,Hyundai Verna CRDi SX ABS,Hyderabad,2008,150000,Diesel,Manual,First,1493,5,300000
3054,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,1591,5,610000
3055,Ford Figo Petrol ZXI,Bangalore,2010,102016,Petrol,Manual,First,1196,5,225000
3056,Maruti Swift VDI Optional,Chennai,2016,38000,Diesel,Manual,First,1248,5,595000
3057,Renault Pulse RxL,Hyderabad,2013,71491,Diesel,Manual,First,1461,5,495000
3058,Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354,Petrol,Manual,Second,1198,5,549000
3059,BMW 3 Series 320d Luxury Line,Delhi,2019,87000,Diesel,Automatic,First,1995,5,667000
3060,Skoda Rapid 1.6 MPI Active,Ahmedabad,2015,20765,Petrol,Manual,First,1598,5,625000
3061,Hyundai Santro GS,Ahmedabad,2005,58000,Petrol,Manual,Second,999,5,151000
3062,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,Diesel,Automatic,First,2967,7,3488000
3063,Maruti Ciaz VDi Plus,Jaipur,2016,84085,Diesel,Manual,First,1248,5,690000
3064,Honda City i DTEC VX,Kolkata,2014,55000,Diesel,Manual,First,1498,5,599000
3065,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,Petrol,Automatic,First,3498,5,1040000
3066,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,Diesel,Automatic,First,2967,5,2900000
3067,Mahindra Xylo H4,Coimbatore,2016,93166,Diesel,Manual,Second,2179,7,585000
3068,Honda City 1.5 EXI AT,Kochi,2006,99583,Petrol,Automatic,Third,1493,5,221000
3069,Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,Petrol,Manual,First,1586,5,240000
3070,Toyota Corolla Altis G,Pune,2009,70000,Petrol,Manual,Third,1798,5,300000
3071,Volkswagen Vento Petrol Highline AT,Pune,2012,61000,Petrol,Automatic,Second,1598,5,375000
3072,Hyundai EON Era Plus,Pune,2015,66510,Petrol,Manual,First,814,5,295000
3073,Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,Diesel,Manual,First,1968,5,580000
3074,Maruti Swift VDI,Hyderabad,2012,80799,Diesel,Manual,First,1248,5,490000
3075,Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,Automatic,First,1798,5,1695000
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,Diesel,Manual,First,2494,8,1250000
3077,Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,Diesel,Manual,First,1047,5,500000
3078,Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,Petrol,Manual,First,1598,5,468000
3079,Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,Diesel,Automatic,First,3198,7,2980000
3080,Renault KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,799,5,346000
3081,Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,Diesel,Manual,First,1396,5,400000
3082,Skoda Laura Ambiente,Chennai,2012,77216,Diesel,Manual,Second,1896,5,450000
3083,Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,Diesel,Manual,First,1364,5,587000
3084,Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,Diesel,Manual,First,2179,8,950000
3085,Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,Diesel,Automatic,First,1968,5,3250000
3086,Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,Diesel,Manual,First,1248,8,388000
3087,BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,1995,5,1308000
3088,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,Diesel,Manual,First,1461,5,350000
3089,Honda Aord 2.4 MT,Mumbai,2010,47000,Petrol,Manual,Second,2354,5,350000
3090,Hyundai Verna CRDi,Bangalore,2010,72010,Diesel,Manual,First,1493,5,445000
3091,Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,Petrol,Manual,First,796,8,235000
3092,Honda City i VTEC SV,Kolkata,2015,480000,Petrol,Manual,First,1497,5,500000
3093,Audi A7 2011-2015 Sportback,Kolkata,2012,24720,Diesel,Automatic,Second,2967,5,2800000
3094,Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,Petrol,Manual,Second,1388,5,200000
3095,Hyundai i20 1.4 Asta,Mumbai,2015,57000,Diesel,Manual,First,1396,5,635000
3096,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057,Diesel,Automatic,First,2143,5,2463000
3098,Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,Diesel,Manual,First,1498,5,790000
3099,Hyundai i20 1.2 Magna,Mumbai,2011,52359,Petrol,Manual,First,1197,5,325000
3100,Honda City i VTEC V,Delhi,2016,17000,Petrol,Manual,Second,1497,5,825000
3101,Nissan Micra Diesel XV,Kolkata,2011,39002,Diesel,Manual,First,1461,5,285000
3102,Ford Figo Diesel EXI,Pune,2010,129986,Diesel,Manual,Second,1399,5,320000
3103,Nissan Micra XL,Kolkata,2013,45000,Petrol,Manual,First,1198,5,175000
3104,Maruti Swift VDI BSIV,Kolkata,2013,41300,Diesel,Manual,First,1248,5,338000
3105,Honda Aord 2.4 MT,Ahmedabad,2009,82002,Petrol,Manual,Second,2354,5,575000
3106,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,Petrol,Automatic,First,1798,5,470000
3107,Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,Petrol,Manual,First,796,5,290000
3108,Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,Diesel,Manual,First,1396,5,425000
3109,Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,Diesel,Automatic,First,1582,5,1450000
3110,Maruti Swift VDI BSIV,Kochi,2016,45725,Diesel,Manual,First,1248,5,534000
3111,Maruti Swift LDI BSIV,Jaipur,2014,105000,Diesel,Manual,First,1248,5,385000
3112,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,Diesel,Manual,First,2494,8,850000
3113,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,Diesel,Manual,First,1120,5,420000
3114,Maruti Ertiga Paseo VDI,Delhi,2016,67000,Diesel,Manual,First,1248,7,675000
3115,Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,Diesel,Automatic,First,3198,7,2600000
3116,Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,Diesel,Manual,First,1396,5,861000
3117,Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,Petrol,Manual,First,998,5,146000
3118,Maruti Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,1248,5,280000
3120,Honda City 1.5 S MT,Mumbai,2014,58000,Petrol,Manual,First,1497,5,547000
3121,Maruti Swift Dzire ZXi,Mumbai,2009,60000,Petrol,Manual,First,1298,5,245000
3122,BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,Diesel,Automatic,First,1995,5,2150000
3123,Tata Manza Aqua Safire,Mumbai,2010,41195,Petrol,Manual,First,1368,5,138000
3124,Mahindra XUV500 W10 2WD,Chennai,2016,89000,Diesel,Manual,First,2179,7,1350000
3125,Hyundai i10 Sportz AT,Bangalore,2009,60510,Petrol,Automatic,Second,1197,5,310000
3126,Maruti Baleno Sigma 1.2,Mumbai,2016,8500,Petrol,Manual,First,1197,5,549000
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,1248,5,951000
3128,Ford Figo Petrol ZXI,Mumbai,2012,23152,Petrol,Manual,First,1196,5,239000
3130,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,Petrol,Automatic,First,1197,5,565000
3131,Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,Diesel,Manual,First,2489,7,185000
3132,Porsche Cayenne Base,Kochi,2019,14298,Petrol,Automatic,First,2995,5,202000
3133,Maruti Swift Dzire VDi,Hyderabad,2013,83327,Diesel,Manual,First,1248,5,580000
3134,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,Petrol,Manual,First,1199,5,690000
3135,Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Petrol,Manual,Second,1591,5,535000
3136,Hyundai i10 Era 1.1,Bangalore,2010,56000,Petrol,Manual,First,1086,5,285000
3137,Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,Diesel,Automatic,First,2143,5,2275000
3138,Maruti Zen LXI,Jaipur,1998,95150,Petrol,Manual,Third,993,5,45000
3139,Hyundai i10 Sportz,Coimbatore,2013,32776,Petrol,Manual,First,1197,5,464000
3140,Honda Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,1498,5,527000
3141,Tata Safari Storme VX,Jaipur,2016,36000,Diesel,Manual,First,2179,7,1000000
3142,Honda Brio 1.2 S MT,Mumbai,2015,22000,Petrol,Manual,First,1198,5,395000
3143,Hyundai i20 Asta,Kochi,2010,30754,Petrol,Manual,First,1197,5,338000
3144,Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,Petrol,Manual,First,1390,5,1680000
3145,Honda Jazz Select Edition,Kolkata,2010,45000,Petrol,Manual,First,1198,5,199000
3146,Hyundai Grand i10 Sportz,Coimbatore,2017,33284,Petrol,Manual,First,1197,5,584000
3147,Jaguar XF Diesel,Coimbatore,2016,55115,Diesel,Automatic,First,2993,5,3615000
3148,Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,Diesel,Automatic,First,2179,5,2570000
3149,Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,Diesel,Manual,First,2179,7,924000
3150,Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,Diesel,Manual,First,1598,5,765000
3151,Audi A4 2.0 TDI 177  Premium Plus,Coimbatore,2015,32205,Diesel,Automatic,First,1968,5,2531000
3152,Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,Diesel,Manual,First,1461,5,475000
3153,Maruti Swift Dzire VXI,Coimbatore,2014,57676,Petrol,Manual,First,1197,5,669000
3154,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,Petrol,Manual,First,1198,5,310000
3155,Maruti Omni 8 Seater BSII,Jaipur,2012,65000,Petrol,Manual,First,796,8,155000
3156,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,1197,5,684000
3157,Tata Nano Twist XT,Hyderabad,2014,16810,Petrol,Manual,First,624,4,160000
3158,Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,1395,5,2173000
3159,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,Manual,First,1198,5,475000
3160,Maruti Alto 800 LXI,Chennai,2015,63714,Petrol,Manual,First,796,5,245000
3161,Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,1496,5,3155000
3162,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Diesel,Automatic,Second,1968,5,1025000
3163,Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,2198,7,2736000
3164,Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Petrol,Manual,Second,1499,5,650000
